cluster_id,row_count,best_method_cluster_mean,best_vs_second_gap_mape_pct,share_beta,share_lognormal,share_triangular,mean_SP,mean_LA,mean_AD,mean_TF,cluster_mean_mape_pert,cluster_mean_mape_bb2,cluster_mean_mape_lognormal
0,5790,bb2,5.1315903759084955,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3299264248704663,0.13528860103626944,0.3593880829015544,0.32104922279792747,16.926688111546607,7.003237580595516,12.134827956504012
1,2298,bb2,7.4026148711192015,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7925600522193212,0.04672193211488251,0.8173942558746736,0.3999725848563969,20.08353049952615,6.937142240673433,14.339757111792634
2,1338,bb2,4.7873295174622115,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.31796636771300446,0.6771457399103139,0.37207174887892375,0.011914798206278027,17.612238855280903,8.645292598777385,13.432622116239596
3,1899,bb2,5.449965594836823,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33509478672985776,0.012270142180094788,0.6776208530805685,0.8210379146919431,16.376145267427997,5.619996704980971,11.069962299817794
4,975,bb2,7.331129677210756,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.791116923076923,0.6085815384615384,0.7903846153846154,0.014356923076923078,20.128015473465716,7.1803441502807015,14.511473827491457
